"precinct","office","candidate","party_detailed","party_simplified","votes","county_name","jurisdiction_name","year","stage","state","special","date","county_fips"
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",3,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",443,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",196,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",8,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",1,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",44,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",13,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",9,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",4,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",5,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",510,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",340,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",8,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",475,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",218,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",4,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",2,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",1,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",230,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",186,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",4,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",2,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CHERUNDA LYNN FOX (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CLAUDIA DE LA CRUZ & KARINA  GARCIA  (W/I)","PARTY FOR SOCIALISM AND LIBERATION","LIBERTARIAN",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","CORNEL WEST & MELINA  ABDULLAH  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DONALD J TRUMP & JD  VANCE","REPUBLICAN","REPUBLICAN",245,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","DOUG JENKINS (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","KAMALA D. HARRIS & TIM  WALZ","DEMOCRATIC","DEMOCRAT",207,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","NALA BAOZUN SCOTT JOHNSON JR (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PAIJ BORING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","PETER SONSKI (W/I)","AMERICAN SOLIDARITY","OTHER",3,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","ROBERT F. KENNEDY JR. & NICOLE  SHANAHAN","WE THE PEOPLE","OTHER",5,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SHONDRA IRVING (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","SUSAN MAUDE BUCHSER (W/I)","OTHER","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","TOM HOEFLING & ANDY  PRIOR  (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Precinct","US PRESIDENT & VICE PRESIDENT","WILLIAM CODY NALBACH (W/I)","INDEPENDENT","OTHER",0,"HERITAGE COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18459
"Locality","US PRESIDENT & VICE PRESIDENT","ANDRÉ RAMON MCNEIL SR. (W/I)","INDEPENDENT","OTHER",0,"PINEWOOD COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18727
"Locality","US PRESIDENT & VICE PRESIDENT","CAROL ASHER (W/I)","INDEPENDENT","OTHER",0,"PINEWOOD COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18727
"Locality","US PRESIDENT & VICE PRESIDENT","CHASE OLIVER & MIKE  TER MAAT","LIBERTARIAN","LIBERTARIAN",160,"PINEWOOD COUNTY","STATEWIDE",2024,"GEN","IN","FALSE","2024-11-05",18727
